periode;main_branch;branch;cif;norek;type;nama;pn_pengelola;balance;aval_balance;avg_balance;open_date
2025-01-15;KC Semarang;10508;1000000211;1000000000211;Deposito;Nasabah 00211;PN101648;287860000;389000000;389000000;2023-07-06
2025-01-15;KC Bandung;10198;1000000212;1000000000212;Giro;Nasabah 00212;PN107244;123760000;442000000;442000000;2024-09-08
2025-01-15;KC Medan;10355;1000000213;1000000000213;Deposito;Nasabah 00213;PN104345;73320000;188000000;188000000;2021-02-11
2025-01-15;KC Bandung;10628;1000000214;1000000000214;Tabungan;Nasabah 00214;PN107247;197370000;459000000;459000000;2020-06-19
2025-01-15;KC Surabaya;10219;1000000215;1000000000215;Giro;Nasabah 00215;PN107285;86480000;188000000;188000000;2022-02-01
2025-01-15;KC Medan;10659;1000000216;1000000000216;Deposito;Nasabah 00216;PN108597;66560000;256000000;256000000;2022-11-23
2025-01-15;KC Bandung;10556;1000000217;1000000000217;Deposito;Nasabah 00217;PN107499;81120000;312000000;312000000;2020-11-20
2025-01-15;KC Medan;10353;1000000218;1000000000218;Deposito;Nasabah 00218;PN106542;200000000;250000000;250000000;2022-01-09
2025-01-15;KC Semarang;10588;1000000219;1000000000219;Deposito;Nasabah 00219;PN102798;101199999;220000000;220000000;2024-08-13
2025-01-15;KC Bandung;10862;1000000220;1000000000220;Tabungan;Nasabah 00220;PN102950;274700000;410000000;410000000;2021-07-27
2025-01-15;KC Semarang;10771;1000000221;1000000000221;Giro;Nasabah 00221;PN100688;65540000;113000000;113000000;2020-05-21
2025-01-15;KC Jakarta;10199;1000000222;1000000000222;Deposito;Nasabah 00222;PN101189;210449999;305000000;305000000;2022-09-14
2025-01-15;KC Bandung;10647;1000000223;1000000000223;Giro;Nasabah 00223;PN100135;278120000;409000000;409000000;2021-02-11
2025-01-15;KC Surabaya;10737;1000000224;1000000000224;Tabungan;Nasabah 00224;PN102217;204960000;427000000;427000000;2020-05-26
2025-01-15;KC Medan;10682;1000000225;1000000000225;Giro;Nasabah 00225;PN103904;106950000;345000000;345000000;2020-03-18
2025-01-15;KC Medan;10644;1000000226;1000000000226;Deposito;Nasabah 00226;PN103653;93750000;375000000;375000000;2024-04-04
2025-01-15;KC Jakarta;10219;1000000227;1000000000227;Giro;Nasabah 00227;PN100725;40950000;63000000;63000000;2022-08-19
2025-01-15;KC Semarang;10158;1000000228;1000000000228;Giro;Nasabah 00228;PN107914;43229999;131000000;131000000;2022-08-24
2025-01-15;KC Jakarta;10508;1000000229;1000000000229;Tabungan;Nasabah 00229;PN107986;85200000;142000000;142000000;2020-03-18
2025-01-15;KC Bandung;10087;1000000230;1000000000230;Deposito;Nasabah 00230;PN107523;63919999;94000000;94000000;2022-03-12
2025-01-15;KC Jakarta;10581;1000000231;1000000000231;Giro;Nasabah 00231;PN103365;99470000;343000000;343000000;2024-05-06
2025-01-15;KC Bandung;10052;1000000232;1000000000232;Giro;Nasabah 00232;PN106740;158600000;305000000;305000000;2023-03-03
2025-01-15;KC Bandung;10393;1000000233;1000000000233;Giro;Nasabah 00233;PN104673;162359999;369000000;369000000;2024-05-14
2025-01-15;KC Bandung;10135;1000000234;1000000000234;Tabungan;Nasabah 00234;PN100579;341550000;495000000;495000000;2023-10-24
2025-01-15;KC Bandung;10598;1000000235;1000000000235;Giro;Nasabah 00235;PN103690;189199999;430000000;430000000;2024-02-02
2025-01-15;KC Bandung;10442;1000000236;1000000000236;Giro;Nasabah 00236;PN103412;38130000;93000000;93000000;2023-04-26
2025-01-15;KC Semarang;10021;1000000237;1000000000237;Giro;Nasabah 00237;PN103981;24500000;70000000;70000000;2020-10-10
2025-01-15;KC Surabaya;10009;1000000238;1000000000238;Tabungan;Nasabah 00238;PN106977;71050000;145000000;145000000;2021-07-19
2025-01-15;KC Jakarta;10583;1000000239;1000000000239;Tabungan;Nasabah 00239;PN106488;174420000;342000000;342000000;2022-02-21
2025-01-15;KC Bandung;10771;1000000240;1000000000240;Deposito;Nasabah 00240;PN102445;62400000;104000000;104000000;2022-01-01
2025-01-15;KC Surabaya;10326;1000000241;1000000000241;Giro;Nasabah 00241;PN104207;39650000;65000000;65000000;2021-03-19
2025-01-15;KC Jakarta;10617;1000000242;1000000000242;Giro;Nasabah 00242;PN105046;46349999;103000000;103000000;2020-01-20
2025-01-15;KC Surabaya;10601;1000000243;1000000000243;Giro;Nasabah 00243;PN107793;136680000;201000000;201000000;2023-02-20
2025-01-15;KC Makassar;10206;1000000244;1000000000244;Deposito;Nasabah 00244;PN100153;29500000;50000000;50000000;2022-05-23
2025-01-15;KC Semarang;10102;1000000245;1000000000245;Tabungan;Nasabah 00245;PN102400;59450000;145000000;145000000;2020-08-12
2025-01-15;KC Makassar;10877;1000000246;1000000000246;Deposito;Nasabah 00246;PN101436;258120000;478000000;478000000;2020-03-20
2025-01-15;KC Jakarta;10224;1000000247;1000000000247;Tabungan;Nasabah 00247;PN108345;164150000;469000000;469000000;2022-04-17
2025-01-15;KC Surabaya;10437;1000000248;1000000000248;Tabungan;Nasabah 00248;PN104518;55800000;93000000;93000000;2023-11-24
2025-01-15;KC Semarang;10329;1000000249;1000000000249;Giro;Nasabah 00249;PN107480;232260000;474000000;474000000;2021-09-18
2025-01-15;KC Jakarta;10233;1000000250;1000000000250;Deposito;Nasabah 00250;PN103223;229000000;458000000;458000000;2024-06-14
2025-01-15;KC Surabaya;10460;1000000251;1000000000251;Deposito;Nasabah 00251;PN105751;66879999;304000000;304000000;2021-07-04
2025-01-15;KC Medan;10615;1000000252;1000000000252;Tabungan;Nasabah 00252;PN105261;74740000;202000000;202000000;2023-11-04
2025-01-15;KC Medan;10111;1000000253;1000000000253;Deposito;Nasabah 00253;PN105395;94380000;121000000;121000000;2021-08-26
2025-01-15;KC Bandung;10687;1000000254;1000000000254;Giro;Nasabah 00254;PN102239;91519999;286000000;286000000;2023-06-12
2025-01-15;KC Jakarta;10564;1000000255;1000000000255;Tabungan;Nasabah 00255;PN107142;169600000;424000000;424000000;2024-02-21
2025-01-15;KC Jakarta;10448;1000000256;1000000000256;Tabungan;Nasabah 00256;PN100865;105599999;320000000;320000000;2023-06-25
2025-01-15;KC Bandung;10204;1000000257;1000000000257;Deposito;Nasabah 00257;PN108112;178200000;330000000;330000000;2024-11-02
2025-01-15;KC Surabaya;10228;1000000258;1000000000258;Tabungan;Nasabah 00258;PN101399;184110000;323000000;323000000;2020-08-02
2025-01-15;KC Surabaya;10314;1000000259;1000000000259;Tabungan;Nasabah 00259;PN107138;164580000;211000000;211000000;2024-10-19
2025-01-15;KC Medan;10318;1000000260;1000000000260;Tabungan;Nasabah 00260;PN102498;336720000;488000000;488000000;2024-07-16
2025-01-15;KC Jakarta;10183;1000000261;1000000000261;Deposito;Nasabah 00261;PN106339;101750000;275000000;275000000;2022-05-09
2025-01-15;KC Surabaya;10174;1000000262;1000000000262;Giro;Nasabah 00262;PN108915;306400000;383000000;383000000;2023-04-20
2025-01-15;KC Jakarta;10601;1000000263;1000000000263;Deposito;Nasabah 00263;PN101608;171599999;260000000;260000000;2024-02-06
2025-01-15;KC Jakarta;10175;1000000264;1000000000264;Tabungan;Nasabah 00264;PN100484;73990000;151000000;151000000;2022-03-20
2025-01-15;KC Jakarta;10518;1000000265;1000000000265;Tabungan;Nasabah 00265;PN105140;144780000;254000000;254000000;2022-06-16
2025-01-15;KC Semarang;10282;1000000266;1000000000266;Tabungan;Nasabah 00266;PN102179;300000000;375000000;375000000;2022-11-24
2025-01-15;KC Semarang;10265;1000000267;1000000000267;Deposito;Nasabah 00267;PN102261;152720000;332000000;332000000;2024-09-08
2025-01-15;KC Jakarta;10336;1000000268;1000000000268;Deposito;Nasabah 00268;PN105689;191540000;314000000;314000000;2024-04-26
2025-01-15;KC Medan;10518;1000000269;1000000000269;Giro;Nasabah 00269;PN104865;57670000;79000000;79000000;2024-03-17
2025-01-15;KC Jakarta;10506;1000000270;1000000000270;Giro;Nasabah 00270;PN106589;234500000;335000000;335000000;2022-10-23
2025-01-15;KC Semarang;10457;1000000271;1000000000271;Deposito;Nasabah 00271;PN103774;53560000;206000000;206000000;2021-05-23
2025-01-15;KC Medan;10846;1000000272;1000000000272;Deposito;Nasabah 00272;PN108301;70350000;201000000;201000000;2024-07-27
2025-01-15;KC Makassar;10035;1000000273;1000000000273;Deposito;Nasabah 00273;PN106331;84700000;242000000;242000000;2024-09-10
2025-01-15;KC Jakarta;10106;1000000274;1000000000274;Deposito;Nasabah 00274;PN108595;58760000;113000000;113000000;2021-07-25
2025-01-15;KC Medan;10428;1000000275;1000000000275;Giro;Nasabah 00275;PN107512;216080000;296000000;296000000;2023-08-05
2025-01-15;KC Jakarta;10434;1000000276;1000000000276;Giro;Nasabah 00276;PN105575;104520000;402000000;402000000;2020-02-23
2025-01-15;KC Medan;10077;1000000277;1000000000277;Deposito;Nasabah 00277;PN104016;86400000;120000000;120000000;2022-11-18
2025-01-15;KC Medan;10281;1000000278;1000000000278;Giro;Nasabah 00278;PN107908;233120000;496000000;496000000;2020-04-09
2025-01-15;KC Semarang;10750;1000000279;1000000000279;Deposito;Nasabah 00279;PN107233;236800000;296000000;296000000;2020-02-16
2025-01-15;KC Bandung;10194;1000000280;1000000000280;Tabungan;Nasabah 00280;PN103956;59890000;113000000;113000000;2021-05-06
2025-01-15;KC Jakarta;10208;1000000281;1000000000281;Tabungan;Nasabah 00281;PN100451;259699999;371000000;371000000;2021-09-02
2025-01-15;KC Jakarta;10270;1000000282;1000000000282;Deposito;Nasabah 00282;PN103356;215800000;332000000;332000000;2021-07-08
2025-01-15;KC Surabaya;10172;1000000283;1000000000283;Tabungan;Nasabah 00283;PN102639;30500000;61000000;61000000;2023-10-23
2025-01-15;KC Semarang;10480;1000000284;1000000000284;Tabungan;Nasabah 00284;PN103492;167560000;236000000;236000000;2021-07-17
2025-01-15;KC Medan;10606;1000000285;1000000000285;Deposito;Nasabah 00285;PN103334;188760000;484000000;484000000;2024-03-21
2025-01-15;KC Jakarta;10217;1000000286;1000000000286;Tabungan;Nasabah 00286;PN107210;186300000;345000000;345000000;2021-07-04
2025-01-15;KC Surabaya;10784;1000000287;1000000000287;Tabungan;Nasabah 00287;PN104205;162260000;266000000;266000000;2020-10-15
2025-01-15;KC Medan;10755;1000000288;1000000000288;Deposito;Nasabah 00288;PN106641;92800000;320000000;320000000;2023-10-06
2025-01-15;KC Jakarta;10772;1000000289;1000000000289;Tabungan;Nasabah 00289;PN101021;48960000;136000000;136000000;2020-03-03
2025-01-15;KC Makassar;10833;1000000290;1000000000290;Tabungan;Nasabah 00290;PN100344;64749999;185000000;185000000;2020-01-13
2025-01-15;KC Surabaya;10500;1000000291;1000000000291;Tabungan;Nasabah 00291;PN106893;167040000;348000000;348000000;2021-01-25
2025-01-15;KC Bandung;10416;1000000292;1000000000292;Tabungan;Nasabah 00292;PN105561;169850000;395000000;395000000;2022-03-09
2025-01-15;KC Bandung;10513;1000000293;1000000000293;Deposito;Nasabah 00293;PN101020;215220000;422000000;422000000;2020-07-09
2025-01-15;KC Makassar;10843;1000000294;1000000000294;Giro;Nasabah 00294;PN102101;43070000;59000000;59000000;2023-03-01
2025-01-15;KC Surabaya;10613;1000000295;1000000000295;Giro;Nasabah 00295;PN106343;103019999;303000000;303000000;2024-08-18
2025-01-15;KC Medan;10594;1000000296;1000000000296;Deposito;Nasabah 00296;PN106277;252539999;366000000;366000000;2022-06-17
2025-01-15;KC Semarang;10137;1000000297;1000000000297;Giro;Nasabah 00297;PN107176;84960000;236000000;236000000;2021-08-20
2025-01-15;KC Medan;10899;1000000298;1000000000298;Tabungan;Nasabah 00298;PN102946;297990000;387000000;387000000;2021-01-09
2025-01-15;KC Semarang;10494;1000000299;1000000000299;Deposito;Nasabah 00299;PN104365;148499999;450000000;450000000;2020-06-12
2025-01-15;KC Makassar;10160;1000000300;1000000000300;Deposito;Nasabah 00300;PN100039;135780000;186000000;186000000;2023-01-14
2025-01-15;KC Jakarta;10581;1000000301;1000000000301;Giro;Nasabah 00301;PN106041;242079999;356000000;356000000;2023-10-23
2025-01-15;KC Bandung;10655;1000000302;1000000000302;Deposito;Nasabah 00302;PN102790;219599999;488000000;488000000;2020-09-07
2025-01-15;KC Surabaya;10498;1000000303;1000000000303;Deposito;Nasabah 00303;PN105967;64380000;174000000;174000000;2021-07-12
2025-01-15;KC Semarang;10408;1000000304;1000000000304;Tabungan;Nasabah 00304;PN106856;87099999;130000000;130000000;2023-07-01
2025-01-15;KC Makassar;10378;1000000305;1000000000305;Deposito;Nasabah 00305;PN100654;135720000;348000000;348000000;2024-02-09
2025-01-15;KC Jakarta;10532;1000000306;1000000000306;Deposito;Nasabah 00306;PN103362;49909999;217000000;217000000;2023-08-04
2025-01-15;KC Bandung;10538;1000000307;1000000000307;Giro;Nasabah 00307;PN100080;90000000;360000000;360000000;2020-08-21
2025-01-15;KC Jakarta;10401;1000000308;1000000000308;Tabungan;Nasabah 00308;PN105796;54719999;171000000;171000000;2022-03-22
2025-01-15;KC Bandung;10709;1000000309;1000000000309;Giro;Nasabah 00309;PN103261;65000000;125000000;125000000;2022-10-06
2025-01-15;KC Surabaya;10420;1000000310;1000000000310;Deposito;Nasabah 00310;PN107334;95900000;274000000;274000000;2021-09-07
2025-01-15;KC Jakarta;10317;1000000311;1000000000311;Giro;Nasabah 00311;PN105129;113430000;199000000;199000000;2020-02-21
2025-01-15;KC Surabaya;10373;1000000312;1000000000312;Deposito;Nasabah 00312;PN105227;104520000;201000000;201000000;2021-02-17
2025-01-15;KC Semarang;10625;1000000313;1000000000313;Deposito;Nasabah 00313;PN108426;130200000;310000000;310000000;2023-05-13
2025-01-15;KC Surabaya;10266;1000000314;1000000000314;Giro;Nasabah 00314;PN105969;88550000;115000000;115000000;2024-01-05
2025-01-15;KC Surabaya;10219;1000000315;1000000000315;Giro;Nasabah 00315;PN108269;38400000;60000000;60000000;2024-04-16
2025-01-15;KC Makassar;10718;1000000316;1000000000316;Giro;Nasabah 00316;PN106263;145260000;269000000;269000000;2024-06-11
2025-01-15;KC Semarang;10196;1000000317;1000000000317;Tabungan;Nasabah 00317;PN101561;227920000;407000000;407000000;2024-09-08
2025-01-15;KC Medan;10197;1000000318;1000000000318;Giro;Nasabah 00318;PN101825;129500000;350000000;350000000;2022-07-25
2025-01-15;KC Semarang;10013;1000000319;1000000000319;Giro;Nasabah 00319;PN104480;37050000;57000000;57000000;2021-03-17
2025-01-15;KC Makassar;10555;1000000320;1000000000320;Giro;Nasabah 00320;PN101137;232320000;363000000;363000000;2020-05-24
2025-01-15;KC Medan;10834;1000000321;1000000000321;Tabungan;Nasabah 00321;PN106087;157950000;243000000;243000000;2024-05-13
2025-01-15;KC Semarang;10065;1000000322;1000000000322;Giro;Nasabah 00322;PN106688;100250000;401000000;401000000;2023-05-19
2025-01-15;KC Semarang;10640;1000000323;1000000000323;Giro;Nasabah 00323;PN103777;174679999;397000000;397000000;2024-01-01
2025-01-15;KC Semarang;10458;1000000324;1000000000324;Tabungan;Nasabah 00324;PN102667;302600000;445000000;445000000;2022-06-05
2025-01-15;KC Makassar;10356;1000000325;1000000000325;Deposito;Nasabah 00325;PN101650;64989999;97000000;97000000;2022-11-20
2025-01-15;KC Surabaya;10897;1000000326;1000000000326;Giro;Nasabah 00326;PN103819;154360000;227000000;227000000;2023-10-22
2025-01-15;KC Semarang;10319;1000000327;1000000000327;Tabungan;Nasabah 00327;PN100981;166500000;333000000;333000000;2024-08-10
2025-01-15;KC Semarang;10122;1000000328;1000000000328;Deposito;Nasabah 00328;PN104371;326959999;488000000;488000000;2024-08-26
2025-01-15;KC Bandung;10387;1000000329;1000000000329;Tabungan;Nasabah 00329;PN107887;139919999;424000000;424000000;2023-03-03
2025-01-15;KC Makassar;10885;1000000330;1000000000330;Deposito;Nasabah 00330;PN100932;295100000;454000000;454000000;2020-01-10
2025-01-15;KC Surabaya;10831;1000000331;1000000000331;Giro;Nasabah 00331;PN107077;35510000;67000000;67000000;2023-05-03
2025-01-15;KC Semarang;10063;1000000332;1000000000332;Tabungan;Nasabah 00332;PN100498;100000000;200000000;200000000;2020-03-16
2025-01-15;KC Jakarta;10348;1000000333;1000000000333;Deposito;Nasabah 00333;PN105746;321530000;407000000;407000000;2024-03-07
2025-01-15;KC Semarang;10504;1000000334;1000000000334;Tabungan;Nasabah 00334;PN107407;244200000;444000000;444000000;2021-05-17
2025-01-15;KC Makassar;10407;1000000335;1000000000335;Deposito;Nasabah 00335;PN104465;294140000;382000000;382000000;2022-11-14
2025-01-15;KC Medan;10451;1000000336;1000000000336;Deposito;Nasabah 00336;PN102980;60350000;85000000;85000000;2024-10-07
2025-01-15;KC Medan;10196;1000000337;1000000000337;Deposito;Nasabah 00337;PN105478;221840000;376000000;376000000;2020-01-15
2025-01-15;KC Medan;10640;1000000338;1000000000338;Tabungan;Nasabah 00338;PN107475;317200000;488000000;488000000;2021-01-17
2025-01-15;KC Makassar;10685;1000000339;1000000000339;Giro;Nasabah 00339;PN107120;134980000;397000000;397000000;2020-09-24
2025-01-15;KC Bandung;10878;1000000340;1000000000340;Tabungan;Nasabah 00340;PN106909;104410000;197000000;197000000;2024-03-03
2025-01-15;KC Bandung;10447;1000000341;1000000000341;Giro;Nasabah 00341;PN108222;100880000;388000000;388000000;2021-10-04
2025-01-15;KC Surabaya;10877;1000000342;1000000000342;Tabungan;Nasabah 00342;PN107677;259200000;405000000;405000000;2022-03-21
2025-01-15;KC Medan;10698;1000000343;1000000000343;Tabungan;Nasabah 00343;PN104438;76500000;255000000;255000000;2023-09-23
2025-01-15;KC Medan;10478;1000000344;1000000000344;Giro;Nasabah 00344;PN100767;57720000;222000000;222000000;2022-07-02
2025-01-15;KC Semarang;10413;1000000345;1000000000345;Deposito;Nasabah 00345;PN108836;30080000;64000000;64000000;2021-03-21
2025-01-15;KC Jakarta;10206;1000000346;1000000000346;Deposito;Nasabah 00346;PN107232;255679999;376000000;376000000;2023-05-16
2025-01-15;KC Makassar;10452;1000000347;1000000000347;Giro;Nasabah 00347;PN101655;97410000;191000000;191000000;2023-09-27
2025-01-15;KC Jakarta;10170;1000000348;1000000000348;Giro;Nasabah 00348;PN100924;123830000;427000000;427000000;2022-09-01
2025-01-15;KC Bandung;10690;1000000349;1000000000349;Deposito;Nasabah 00349;PN107054;146020000;298000000;298000000;2022-11-25
2025-01-15;KC Makassar;10858;1000000350;1000000000350;Tabungan;Nasabah 00350;PN104020;157080000;462000000;462000000;2020-07-10
2025-01-15;KC Surabaya;10338;1000000351;1000000000351;Giro;Nasabah 00351;PN108098;131750000;425000000;425000000;2022-08-05
2025-01-15;KC Semarang;10698;1000000352;1000000000352;Tabungan;Nasabah 00352;PN100534;33810000;69000000;69000000;2024-02-20
2025-01-15;KC Medan;10628;1000000353;1000000000353;Deposito;Nasabah 00353;PN104313;86800000;140000000;140000000;2021-02-25
2025-01-15;KC Semarang;10745;1000000354;1000000000354;Deposito;Nasabah 00354;PN108449;117449999;261000000;261000000;2022-07-22
2025-01-15;KC Bandung;10166;1000000355;1000000000355;Tabungan;Nasabah 00355;PN106266;151760000;271000000;271000000;2020-05-09
2025-01-15;KC Makassar;10808;1000000356;1000000000356;Tabungan;Nasabah 00356;PN107915;31820000;74000000;74000000;2021-11-05
2025-01-15;KC Medan;10218;1000000357;1000000000357;Giro;Nasabah 00357;PN101946;65650000;101000000;101000000;2022-03-02
2025-01-15;KC Jakarta;10856;1000000358;1000000000358;Deposito;Nasabah 00358;PN106629;369720000;474000000;474000000;2023-02-02
2025-01-15;KC Surabaya;10517;1000000359;1000000000359;Deposito;Nasabah 00359;PN101409;256200000;427000000;427000000;2024-01-16
2025-01-15;KC Jakarta;10456;1000000360;1000000000360;Deposito;Nasabah 00360;PN107392;181440000;432000000;432000000;2023-06-13
2025-01-15;KC Bandung;10218;1000000361;1000000000361;Giro;Nasabah 00361;PN101527;101050000;235000000;235000000;2020-03-18
2025-01-15;KC Jakarta;10519;1000000362;1000000000362;Deposito;Nasabah 00362;PN103330;16000000;64000000;64000000;2021-09-26
